operation_date,driver_id,assigned_requests,completed_trips,driver_cancellations,driver_reliability_rate,avg_response_minutes,avg_trip_duration_minutes,total_final_fare_inr
2026-01-01,DRV-001130,1,1,0,1.0000000000000000,4.866666666666666,9.75,66.99
2026-01-01,DRV-002745,3,2,1,0.6666666666666667,4.872222222222222,31.841666666666665,2086.40
2026-01-01,DRV-002614,1,1,0,1.0000000000000000,4.95,62.06666666666667,58.67
2026-01-01,DRV-002783,2,2,0,1.0000000000000000,4.833333333333333,29.091666666666665,552.31
2026-01-02,DRV-002749,2,2,0,1.0000000000000000,4.083333333333333,45.108333333333334,1952.04
2026-01-02,DRV-002665,4,4,0,1.0000000000000000,3.0,62.016666666666666,5000.36
2026-01-02,DRV-002399,2,2,0,1.0000000000000000,2.308333333333333,14.8,1792.35
2026-01-01,DRV-002113,1,0,1,0E-16,6.833333333333333,,0.00
2026-01-02,DRV-000314,2,2,0,1.0000000000000000,5.308333333333334,16.233333333333334,759.71
2026-01-02,DRV-001479,2,1,0,0.5000000000000000,2.975,57.55,123.25
2026-01-02,DRV-001741,1,1,0,1.0000000000000000,2.7666666666666666,63.266666666666666,359.70
2026-01-02,DRV-001677,1,0,0,0E-16,0.9666666666666667,,0.00
2026-01-01,DRV-000365,2,1,1,0.5000000000000000,2.0083333333333333,84.53333333333333,193.40
2026-01-02,DRV-002120,2,2,0,1.0000000000000000,4.6,21.591666666666665,264.67
2026-01-02,DRV-001700,1,1,0,1.0000000000000000,3.5,46.71666666666667,225.95
2026-01-02,DRV-000244,1,1,0,1.0000000000000000,4.483333333333333,27.116666666666667,551.59
2026-01-02,DRV-002751,2,2,0,1.0000000000000000,2.6333333333333333,27.233333333333334,345.49
2026-01-02,DRV-002380,2,2,0,1.0000000000000000,1.9,31.15,435.99
2026-01-02,DRV-002117,1,1,0,1.0000000000000000,4.65,39.4,135.50
2026-01-02,DRV-001066,2,1,0,0.5000000000000000,5.7,77.91666666666667,78.51
2026-01-02,DRV-001157,1,1,0,1.0000000000000000,2.566666666666667,72.26666666666667,446.78
2026-01-02,DRV-001567,3,3,0,1.0000000000000000,3.1444444444444444,32.33888888888889,1279.30
2026-01-02,DRV-002788,1,1,0,1.0000000000000000,4.883333333333334,84.33333333333333,1056.98
2026-01-02,DRV-001518,1,0,0,0E-16,1.05,,0.00
2026-01-02,DRV-000628,1,1,0,1.0000000000000000,3.25,40.2,383.92
2026-01-02,DRV-000343,3,3,0,1.0000000000000000,2.488888888888889,65.96666666666667,795.87
2026-01-01,DRV-002673,1,1,0,1.0000000000000000,4.833333333333333,82.71666666666667,252.67
2026-01-02,DRV-001962,1,1,0,1.0000000000000000,4.616666666666666,38.583333333333336,65.24
2026-01-02,DRV-002341,1,0,0,0E-16,6.466666666666667,,0.00
2026-01-02,DRV-001271,1,0,1,0E-16,3.8,,0.00
2026-01-02,DRV-000838,1,1,0,1.0000000000000000,1.3166666666666667,58.0,496.11
2026-01-01,DRV-000265,1,1,0,1.0000000000000000,5.9,24.816666666666666,360.95
2026-01-02,DRV-001408,1,1,0,1.0000000000000000,3.1666666666666665,22.85,767.02
2026-01-02,DRV-001730,2,2,0,1.0000000000000000,4.366666666666666,46.05,964.27
2026-01-02,DRV-002165,1,1,0,1.0000000000000000,6.0,14.966666666666667,460.16
2026-01-02,DRV-000919,1,1,0,1.0000000000000000,2.55,20.433333333333334,87.65
2026-01-02,DRV-002424,1,1,0,1.0000000000000000,2.2666666666666666,41.71666666666667,98.00
2026-01-02,DRV-002450,1,1,0,1.0000000000000000,6.85,45.05,842.45
2026-01-02,DRV-001827,1,0,0,0E-16,6.616666666666666,,0.00
2026-01-02,DRV-001954,1,1,0,1.0000000000000000,4.933333333333334,36.56666666666667,191.53
2026-01-01,DRV-001678,1,0,1,0E-16,1.4666666666666666,,0.00
2026-01-02,DRV-001899,1,0,1,0E-16,5.2,,0.00
2026-01-02,DRV-000640,1,1,0,1.0000000000000000,4.516666666666667,80.88333333333334,197.23
2026-01-02,DRV-000220,1,1,0,1.0000000000000000,3.466666666666667,71.13333333333334,81.41
2026-01-02,DRV-002101,1,1,0,1.0000000000000000,4.6,37.93333333333333,213.12
2026-01-02,DRV-002456,2,2,0,1.0000000000000000,2.75,68.13333333333334,489.98
2026-01-02,DRV-001568,2,0,1,0E-16,2.9833333333333334,,0.00
2026-01-01,DRV-000106,1,1,0,1.0000000000000000,0.7833333333333333,67.6,821.11
2026-01-02,DRV-000323,1,0,0,0E-16,4.766666666666667,,0.00
2026-01-02,DRV-002091,2,2,0,1.0000000000000000,4.633333333333334,34.06666666666667,285.49
2026-01-02,DRV-001608,1,0,1,0E-16,2.6,,0.00
2026-01-02,DRV-000439,2,1,0,0.5000000000000000,3.7916666666666665,20.65,475.79
2026-01-02,DRV-001126,1,1,0,1.0000000000000000,2.3333333333333335,68.15,163.31
2026-01-02,DRV-002195,1,1,0,1.0000000000000000,0.38333333333333336,61.166666666666664,227.90
2026-01-02,DRV-002415,1,0,0,0E-16,5.366666666666666,,0.00
2026-01-02,DRV-001350,1,1,0,1.0000000000000000,1.05,72.78333333333333,474.46
2026-01-02,DRV-000530,1,1,0,1.0000000000000000,3.566666666666667,81.91666666666667,199.23
2026-01-02,DRV-002225,1,1,0,1.0000000000000000,2.6666666666666665,67.81666666666666,393.22
2026-01-02,DRV-002291,1,0,1,0E-16,5.866666666666666,,0.00
2026-01-03,DRV-002062,1,1,0,1.0000000000000000,2.8833333333333333,52.3,576.45
2026-01-03,DRV-001765,1,1,0,1.0000000000000000,6.566666666666666,18.766666666666666,260.20
2026-01-02,DRV-002744,1,1,0,1.0000000000000000,4.783333333333333,24.9,690.67
2026-01-03,DRV-002478,3,2,0,0.6666666666666667,3.1055555555555556,52.916666666666664,401.06
2026-01-03,DRV-000344,1,1,0,1.0000000000000000,4.483333333333333,84.51666666666667,77.48
2026-01-03,DRV-002005,1,1,0,1.0000000000000000,2.466666666666667,15.216666666666667,305.53
2026-01-03,DRV-000359,1,1,0,1.0000000000000000,5.55,47.766666666666666,352.88
2026-01-03,DRV-000875,3,3,0,1.0000000000000000,1.4833333333333334,81.63888888888889,993.10
2026-01-03,DRV-001671,4,2,0,0.5000000000000000,4.3,49.3,1452.66
2026-01-03,DRV-000747,2,1,1,0.5000000000000000,3.908333333333333,69.38333333333334,331.83
2026-01-03,DRV-001643,3,3,0,1.0000000000000000,2.966666666666667,53.96111111111111,1564.85
2026-01-03,DRV-000849,3,3,0,1.0000000000000000,5.266666666666667,59.90555555555556,1266.74
2026-01-03,DRV-002304,3,2,0,0.6666666666666667,4.5,63.708333333333336,524.32
2026-01-03,DRV-002255,3,2,0,0.6666666666666667,4.1611111111111105,64.06666666666666,878.05
2026-01-03,DRV-002145,1,1,0,1.0000000000000000,4.7,45.483333333333334,46.00
2026-01-03,DRV-001707,1,1,0,1.0000000000000000,1.5,58.96666666666667,502.85
2026-01-03,DRV-002462,1,0,1,0E-16,5.9,,0.00
2026-01-03,DRV-001244,3,2,1,0.6666666666666667,6.594444444444445,48.025,827.32
2026-01-03,DRV-000774,2,1,0,0.5000000000000000,3.025,40.083333333333336,299.23
2026-01-03,DRV-002024,3,2,0,0.6666666666666667,2.1444444444444444,43.708333333333336,633.33
2026-01-03,DRV-001487,3,3,0,1.0000000000000000,3.5722222222222224,44.93888888888889,1077.80
2026-01-03,DRV-000193,3,3,0,1.0000000000000000,4.894444444444445,30.07777777777778,2465.73
2026-01-02,DRV-000409,2,1,0,0.5000000000000000,5.816666666666666,43.85,964.64
2026-01-02,DRV-001791,1,1,0,1.0000000000000000,3.8666666666666667,83.78333333333333,393.17
2026-01-03,DRV-000652,3,3,0,1.0000000000000000,3.011111111111111,55.733333333333334,1578.30
2026-01-03,DRV-000028,1,1,0,1.0000000000000000,5.966666666666667,7.533333333333333,832.21
2026-01-03,DRV-000395,1,1,0,1.0000000000000000,2.45,43.5,860.97
2026-01-03,DRV-000925,1,1,0,1.0000000000000000,6.666666666666667,37.86666666666667,499.41
2026-01-03,DRV-000700,3,1,1,0.3333333333333333,3.788888888888889,5.316666666666666,445.79
2026-01-03,DRV-000062,1,1,0,1.0000000000000000,4.816666666666666,75.6,548.17
2026-01-03,DRV-000613,2,1,0,0.5000000000000000,4.566666666666666,39.36666666666667,377.53
2026-01-02,DRV-002545,1,1,0,1.0000000000000000,3.2666666666666666,13.3,79.38
2026-01-02,DRV-001561,1,1,0,1.0000000000000000,5.816666666666666,14.183333333333334,557.47
2026-01-03,DRV-001581,1,0,0,0E-16,0.5,,0.00
2026-01-02,DRV-000568,1,1,0,1.0000000000000000,1.1,78.1,276.52
2026-01-02,DRV-002028,1,0,1,0E-16,5.916666666666667,,0.00
2026-01-03,DRV-000640,1,1,0,1.0000000000000000,0.35,38.166666666666664,541.05
2026-01-03,DRV-000846,1,1,0,1.0000000000000000,3.4833333333333334,41.46666666666667,338.93
2026-01-03,DRV-002243,2,0,1,0E-16,3.275,,0.00
2026-01-03,DRV-002784,2,0,1,0E-16,4.475,,0.00
2026-01-03,DRV-000564,3,3,0,1.0000000000000000,4.905555555555555,38.13888888888889,465.20
2026-01-03,DRV-001541,2,2,0,1.0000000000000000,5.8,73.45,902.38
2026-01-03,DRV-000585,3,3,0,1.0000000000000000,3.5166666666666666,66.41666666666667,1088.81
2026-01-03,DRV-002452,1,1,0,1.0000000000000000,3.7,11.75,294.47
2026-01-02,DRV-001941,1,1,0,1.0000000000000000,6.85,17.783333333333335,69.88
2026-01-03,DRV-000899,1,1,0,1.0000000000000000,0.3333333333333333,47.733333333333334,227.27
2026-01-02,DRV-002305,1,1,0,1.0000000000000000,4.733333333333333,25.483333333333334,301.70
2026-01-02,DRV-002461,1,1,0,1.0000000000000000,1.7666666666666666,16.65,878.74
2026-01-03,DRV-001576,1,0,0,0E-16,0.95,,0.00
2026-01-03,DRV-001209,2,1,0,0.5000000000000000,4.541666666666667,39.88333333333333,437.49
2026-01-03,DRV-000437,1,1,0,1.0000000000000000,5.666666666666667,70.61666666666666,643.41
2026-01-03,DRV-000270,1,1,0,1.0000000000000000,4.683333333333334,28.766666666666666,728.87
2026-01-02,DRV-001084,1,1,0,1.0000000000000000,4.916666666666667,43.3,256.94
2026-01-03,DRV-000584,1,1,0,1.0000000000000000,3.95,20.45,622.00
2026-01-03,DRV-002711,1,1,0,1.0000000000000000,1.8833333333333333,69.3,314.76
2026-01-03,DRV-001503,1,1,0,1.0000000000000000,5.2,10.0,108.47
2026-01-03,DRV-000777,2,2,0,1.0000000000000000,3.0833333333333335,64.01666666666667,1523.36
2026-01-03,DRV-001180,2,1,1,0.5000000000000000,4.583333333333333,12.416666666666666,254.78
2026-01-02,DRV-000011,1,1,0,1.0000000000000000,4.666666666666667,65.86666666666666,813.02
2026-01-03,DRV-001619,1,0,0,0E-16,3.3666666666666667,,0.00
2026-01-03,DRV-000864,1,1,0,1.0000000000000000,2.0833333333333335,69.23333333333333,90.52
2026-01-02,DRV-001080,1,1,0,1.0000000000000000,1.3,80.56666666666666,440.90
2026-01-02,DRV-002472,1,0,0,0E-16,2.183333333333333,,0.00
2026-01-04,DRV-000885,1,1,0,1.0000000000000000,0.9666666666666667,15.2,434.03
2026-01-04,DRV-000441,3,2,0,0.6666666666666667,4.266666666666667,63.2,370.93
2026-01-04,DRV-001171,3,1,1,0.3333333333333333,1.8944444444444446,55.71666666666667,497.43
2026-01-04,DRV-000244,3,3,0,1.0000000000000000,5.672222222222222,44.977777777777774,2362.16
2026-01-03,DRV-001034,1,0,0,0E-16,6.25,,0.00
2026-01-04,DRV-000790,2,2,0,1.0000000000000000,5.733333333333333,50.6,640.49
2026-01-03,DRV-000117,1,1,0,1.0000000000000000,3.95,5.05,386.10
2026-01-03,DRV-002590,1,1,0,1.0000000000000000,6.833333333333333,52.38333333333333,289.01
2026-01-04,DRV-001633,3,2,0,0.6666666666666667,4.133333333333334,50.59166666666667,508.30
2026-01-04,DRV-002165,2,2,0,1.0000000000000000,5.725,60.608333333333334,502.16
2026-01-04,DRV-001139,3,2,0,0.6666666666666667,2.9277777777777776,17.5,1054.67
2026-01-04,DRV-002118,1,1,0,1.0000000000000000,2.75,46.333333333333336,785.64
2026-01-04,DRV-002124,1,0,1,0E-16,6.533333333333333,,0.00
2026-01-04,DRV-001613,3,3,0,1.0000000000000000,2.5722222222222224,33.144444444444446,1011.53
2026-01-04,DRV-001655,3,2,0,0.6666666666666667,4.638888888888888,58.958333333333336,622.96
2026-01-04,DRV-000216,1,1,0,1.0000000000000000,2.35,35.666666666666664,299.15
2026-01-04,DRV-000385,3,3,0,1.0000000000000000,3.5222222222222226,58.28888888888889,2320.72
2026-01-04,DRV-002681,2,1,0,0.5000000000000000,5.608333333333333,20.55,719.11
2026-01-04,DRV-001935,1,0,0,0E-16,5.183333333333334,,0.00
2026-01-04,DRV-001861,1,1,0,1.0000000000000000,4.783333333333333,13.083333333333334,380.17
2026-01-03,DRV-000407,1,1,0,1.0000000000000000,3.5166666666666666,54.833333333333336,389.18
2026-01-04,DRV-002738,1,1,0,1.0000000000000000,1.2,80.76666666666667,506.55
2026-01-03,DRV-002105,1,1,0,1.0000000000000000,3.25,85.15,137.78
2026-01-04,DRV-000875,3,3,0,1.0000000000000000,5.438888888888888,36.166666666666664,1791.08
2026-01-04,DRV-001012,1,1,0,1.0000000000000000,2.716666666666667,47.75,153.54
2026-01-04,DRV-001738,1,1,0,1.0000000000000000,4.633333333333334,31.333333333333332,293.36
2026-01-04,DRV-000086,2,2,0,1.0000000000000000,4.991666666666666,48.375,1497.70
2026-01-04,DRV-001370,1,0,0,0E-16,1.5333333333333334,,0.00
2026-01-04,DRV-002359,1,1,0,1.0000000000000000,2.7,57.61666666666667,596.16
2026-01-03,DRV-001418,1,1,0,1.0000000000000000,6.816666666666666,49.93333333333333,570.47
2026-01-04,DRV-000862,1,1,0,1.0000000000000000,2.95,11.233333333333333,168.19
2026-01-03,DRV-000893,1,1,0,1.0000000000000000,2.283333333333333,19.233333333333334,174.26
2026-01-04,DRV-002505,1,1,0,1.0000000000000000,5.383333333333334,24.266666666666666,134.02
2026-01-04,DRV-002652,1,1,0,1.0000000000000000,0.9,75.28333333333333,1804.95
2026-01-04,DRV-001068,2,2,0,1.0000000000000000,3.15,22.283333333333335,557.28
2026-01-03,DRV-001264,1,1,0,1.0000000000000000,2.4166666666666665,58.86666666666667,144.73
2026-01-04,DRV-002173,1,1,0,1.0000000000000000,5.533333333333333,44.15,434.67
2026-01-03,DRV-002217,1,1,0,1.0000000000000000,2.316666666666667,29.916666666666668,282.79
2026-01-04,DRV-002126,1,1,0,1.0000000000000000,2.55,23.7,525.30
2026-01-04,DRV-000732,1,1,0,1.0000000000000000,6.766666666666667,65.93333333333334,494.91
2026-01-04,DRV-001950,1,1,0,1.0000000000000000,2.4166666666666665,67.53333333333333,619.55
2026-01-04,DRV-000979,1,1,0,1.0000000000000000,3.7666666666666666,24.65,81.38
2026-01-04,DRV-002761,3,2,0,0.6666666666666667,3.2,51.75833333333333,265.48
2026-01-04,DRV-001870,2,1,1,0.5000000000000000,0.8083333333333333,22.933333333333334,325.24
2026-01-04,DRV-001205,2,1,1,0.5000000000000000,4.533333333333333,59.95,63.95
2026-01-04,DRV-000422,1,1,0,1.0000000000000000,5.3,34.833333333333336,778.01
2026-01-04,DRV-001793,1,0,0,0E-16,2.316666666666667,,0.00
2026-01-03,DRV-002052,1,1,0,1.0000000000000000,1.85,82.03333333333333,202.85
2026-01-04,DRV-002478,1,1,0,1.0000000000000000,0.5333333333333333,26.133333333333333,412.41
2026-01-04,DRV-000209,2,1,0,0.5000000000000000,5.291666666666667,47.983333333333334,538.21
2026-01-04,DRV-000183,2,2,0,1.0000000000000000,2.466666666666667,33.425,1162.84
2026-01-04,DRV-002498,1,1,0,1.0000000000000000,4.433333333333334,11.783333333333333,369.84
2026-01-04,DRV-000807,1,1,0,1.0000000000000000,6.8,46.666666666666664,610.39
2026-01-04,DRV-000417,1,1,0,1.0000000000000000,0.75,13.8,732.43
2026-01-04,DRV-000201,1,0,0,0E-16,6.783333333333333,,0.00
2026-01-04,DRV-002447,1,1,0,1.0000000000000000,2.0,54.21666666666667,231.97
2026-01-03,DRV-002360,1,1,0,1.0000000000000000,4.916666666666667,16.283333333333335,871.31
2026-01-04,DRV-000148,2,1,1,0.5000000000000000,2.058333333333333,46.38333333333333,350.80
2026-01-03,DRV-000860,1,0,0,0E-16,4.033333333333333,,0.00
2026-01-04,DRV-001354,1,1,0,1.0000000000000000,4.1,13.2,267.75
2026-01-05,DRV-002747,2,2,0,1.0000000000000000,3.3916666666666666,42.2,1092.17
2026-01-04,DRV-001463,1,1,0,1.0000000000000000,1.5,24.983333333333334,61.22
2026-01-05,DRV-001176,1,0,1,0E-16,4.016666666666667,,0.00
2026-01-05,DRV-002388,3,3,0,1.0000000000000000,4.261111111111111,39.62222222222223,1444.19
2026-01-05,DRV-000044,4,4,0,1.0000000000000000,2.558333333333333,45.583333333333336,1387.00
2026-01-05,DRV-001605,3,1,1,0.3333333333333333,5.694444444444445,20.5,330.63
2026-01-05,DRV-001778,1,1,0,1.0000000000000000,1.9666666666666666,66.63333333333334,295.87
2026-01-05,DRV-000598,3,3,0,1.0000000000000000,3.7666666666666666,62.63888888888889,3399.89
2026-01-05,DRV-000786,2,2,0,1.0000000000000000,4.308333333333334,30.2,382.29
2026-01-05,DRV-002182,3,3,0,1.0000000000000000,3.8722222222222222,17.27777777777778,2223.08
2026-01-05,DRV-001046,2,2,0,1.0000000000000000,6.05,59.30833333333333,525.74
2026-01-04,DRV-001389,1,1,0,1.0000000000000000,6.716666666666667,17.033333333333335,853.66
2026-01-04,DRV-000539,1,0,1,0E-16,1.05,,0.00
2026-01-05,DRV-002296,1,1,0,1.0000000000000000,3.4,30.033333333333335,1016.24
2026-01-05,DRV-001595,1,0,1,0E-16,1.8166666666666667,,0.00
2026-01-05,DRV-001654,1,1,0,1.0000000000000000,6.833333333333333,50.833333333333336,298.66
2026-01-05,DRV-001283,2,2,0,1.0000000000000000,3.6666666666666665,64.24166666666666,1085.80
2026-01-05,DRV-001063,2,2,0,1.0000000000000000,2.675,52.5,669.66
2026-01-05,DRV-000373,1,1,0,1.0000000000000000,3.7,72.4,123.20
2026-01-04,DRV-002164,1,0,0,0E-16,0.85,,0.00
2026-01-04,DRV-001560,2,2,0,1.0000000000000000,2.7083333333333335,56.858333333333334,1826.97
2026-01-05,DRV-002631,4,3,1,0.7500000000000000,2.3916666666666666,23.255555555555553,1665.59
2026-01-05,DRV-001181,1,0,1,0E-16,0.8666666666666667,,0.00
2026-01-04,DRV-002236,1,1,0,1.0000000000000000,3.3333333333333335,59.38333333333333,440.13
2026-01-05,DRV-000093,3,2,0,0.6666666666666667,3.094444444444444,83.46666666666667,1584.15
2026-01-05,DRV-000650,2,2,0,1.0000000000000000,1.9583333333333333,58.13333333333333,2518.26
2026-01-05,DRV-000568,1,1,0,1.0000000000000000,4.9,81.95,569.38
2026-01-05,DRV-002283,1,0,1,0E-16,6.85,,0.00
2026-01-05,DRV-000782,2,2,0,1.0000000000000000,3.066666666666667,41.541666666666664,668.85
2026-01-05,DRV-001291,2,2,0,1.0000000000000000,3.5166666666666666,75.69166666666666,1162.96
2026-01-04,DRV-002470,1,1,0,1.0000000000000000,2.9833333333333334,87.75,600.39
2026-01-04,DRV-002500,1,1,0,1.0000000000000000,6.15,79.85,188.58
2026-01-05,DRV-000822,3,2,0,0.6666666666666667,2.6777777777777776,80.54166666666667,554.59
2026-01-05,DRV-000368,1,1,0,1.0000000000000000,6.816666666666666,89.2,304.84
2026-01-05,DRV-001413,1,1,0,1.0000000000000000,3.9,76.98333333333333,1380.72
2026-01-05,DRV-002465,1,1,0,1.0000000000000000,6.333333333333333,33.96666666666667,435.49
2026-01-05,DRV-002284,1,1,0,1.0000000000000000,2.6,59.68333333333333,130.96
2026-01-05,DRV-002268,1,1,0,1.0000000000000000,3.5833333333333335,75.41666666666667,885.05
2026-01-05,DRV-000693,2,0,0,0E-16,4.616666666666666,,0.00
2026-01-05,DRV-000430,1,1,0,1.0000000000000000,0.9166666666666666,57.55,767.42
2026-01-05,DRV-000988,2,1,0,0.5000000000000000,5.191666666666666,21.366666666666667,815.01
2026-01-05,DRV-000544,1,1,0,1.0000000000000000,6.066666666666666,27.583333333333332,720.19
2026-01-05,DRV-002473,2,1,1,0.5000000000000000,1.975,11.466666666666667,758.12
2026-01-05,DRV-002518,1,1,0,1.0000000000000000,4.966666666666667,14.916666666666666,138.93
2026-01-05,DRV-001817,2,2,0,1.0000000000000000,2.058333333333333,69.98333333333333,737.59
2026-01-05,DRV-000096,2,1,1,0.5000000000000000,3.1416666666666666,59.88333333333333,227.66
2026-01-05,DRV-000979,2,2,0,1.0000000000000000,4.55,64.08333333333333,1100.93
2026-01-05,DRV-002361,1,1,0,1.0000000000000000,4.883333333333334,28.666666666666668,698.62
2026-01-05,DRV-000115,1,1,0,1.0000000000000000,5.35,65.36666666666666,49.51
2026-01-05,DRV-000235,1,1,0,1.0000000000000000,4.066666666666666,60.083333333333336,757.00
2026-01-05,DRV-001565,1,1,0,1.0000000000000000,1.55,45.3,667.86
2026-01-04,DRV-001349,1,0,1,0E-16,6.066666666666666,,0.00
2026-01-05,DRV-001523,1,1,0,1.0000000000000000,1.3166666666666667,46.55,546.50
2026-01-05,DRV-000152,1,0,0,0E-16,1.1666666666666667,,0.00
2026-01-04,DRV-000788,1,1,0,1.0000000000000000,5.35,62.016666666666666,208.10
2026-01-05,DRV-001704,1,1,0,1.0000000000000000,2.2666666666666666,6.766666666666667,778.88
2026-01-05,DRV-002228,4,3,0,0.7500000000000000,3.2625,34.12222222222222,1486.25
2026-01-05,DRV-002488,1,1,0,1.0000000000000000,3.8833333333333333,71.93333333333334,616.97
2026-01-05,DRV-001406,1,1,0,1.0000000000000000,6.233333333333333,29.2,68.59
2026-01-05,DRV-000187,1,1,0,1.0000000000000000,4.75,88.48333333333333,466.22
2026-01-05,DRV-001978,1,0,0,0E-16,3.65,,0.00
2026-01-05,DRV-000442,1,1,0,1.0000000000000000,1.55,39.166666666666664,80.85
2026-01-05,DRV-000660,1,1,0,1.0000000000000000,6.733333333333333,79.38333333333334,580.22
2026-01-05,DRV-002582,1,0,0,0E-16,6.85,,0.00
2026-01-05,DRV-000228,1,1,0,1.0000000000000000,2.9166666666666665,56.3,807.40
2026-01-05,DRV-002037,1,0,1,0E-16,6.583333333333333,,0.00
2026-01-06,DRV-001812,1,1,0,1.0000000000000000,6.433333333333334,56.53333333333333,59.32
2026-01-06,DRV-002551,1,0,0,0E-16,2.2666666666666666,,0.00
2026-01-05,DRV-002376,1,0,1,0E-16,3.933333333333333,,0.00
2026-01-06,DRV-000144,2,2,0,1.0000000000000000,3.191666666666667,57.44166666666667,1384.53
2026-01-06,DRV-001940,2,0,2,0E-16,2.6083333333333334,,0.00
2026-01-06,DRV-002392,2,2,0,1.0000000000000000,3.45,32.266666666666666,277.68
2026-01-06,DRV-002123,1,0,1,0E-16,1.8833333333333333,,0.00
2026-01-06,DRV-002012,2,1,1,0.5000000000000000,5.658333333333333,88.08333333333333,1622.35
2026-01-06,DRV-002599,1,1,0,1.0000000000000000,3.533333333333333,65.16666666666667,579.48
2026-01-06,DRV-002321,1,0,1,0E-16,2.7,,0.00
2026-01-06,DRV-000985,3,1,1,0.3333333333333333,2.022222222222222,14.633333333333333,1026.19
2026-01-06,DRV-002253,3,2,0,0.6666666666666667,0.9333333333333333,31.633333333333333,1143.86
2026-01-05,DRV-001018,1,1,0,1.0000000000000000,3.433333333333333,69.06666666666666,1852.72
2026-01-06,DRV-001814,2,2,0,1.0000000000000000,1.95,77.93333333333334,785.44
2026-01-06,DRV-000755,3,2,1,0.6666666666666667,4.188888888888889,58.49166666666667,1147.99
2026-01-06,DRV-002395,1,1,0,1.0000000000000000,2.566666666666667,51.166666666666664,176.25
2026-01-06,DRV-000089,1,1,0,1.0000000000000000,3.65,69.06666666666666,482.16
2026-01-06,DRV-002046,1,1,0,1.0000000000000000,4.2,29.866666666666667,473.34
