operation_date,pickup_zone_id,service_type,trip_requests,completed_trips,cancellation_rate,avg_response_minutes,surge_trip_share
2026-01-03,ZON-049,bike_taxi,7,6,0E-16,2.5805555555555557,0.7142857142857143
2026-01-03,ZON-109,mini,12,5,0.3333333333333333,2.9814814814814814,0.4166666666666667
2026-01-03,ZON-094,sedan,7,5,0.2857142857142857,3.4,1.0000000000000000
2026-01-03,ZON-079,auto,8,6,0E-16,3.6222222222222222,0.5000000000000000
2026-01-03,ZON-077,bike_taxi,8,6,0.2500000000000000,4.170833333333333,0.7500000000000000
2026-01-03,ZON-113,sedan,2,1,0.5000000000000000,5.608333333333333,0.5000000000000000
2026-01-03,ZON-028,sedan,2,2,0E-16,3.658333333333333,1.0000000000000000
2026-01-03,ZON-033,auto,2,2,0E-16,5.058333333333334,1.0000000000000000
2026-01-03,ZON-020,bike_taxi,3,1,0.3333333333333333,3.9916666666666667,0.3333333333333333
2026-01-04,ZON-028,sedan,8,6,0E-16,4.386111111111111,0.5000000000000000
2026-01-04,ZON-067,auto,6,5,0.1666666666666667,3.7083333333333335,0.6666666666666667
2026-01-04,ZON-022,mini,8,6,0.2500000000000000,3.4604166666666667,0.7500000000000000
2026-01-04,ZON-089,sedan,7,6,0E-16,4.541666666666667,1.0000000000000000
2026-01-04,ZON-087,auto,6,1,0.5000000000000000,3.3958333333333335,0.5000000000000000
2026-01-04,ZON-061,mini,6,3,0.3333333333333333,4.819999999999999,0.8333333333333333
2026-01-04,ZON-024,auto,8,5,0.1250000000000000,3.183333333333333,0.5000000000000000
2026-01-04,ZON-102,sedan,1,1,0E-16,0.9166666666666666,1.0000000000000000
2026-01-04,ZON-019,mini,7,6,0.1428571428571429,3.8714285714285714,0.7142857142857143
2026-01-04,ZON-073,mini,7,4,0.2857142857142857,2.6722222222222225,0.2857142857142857
2026-01-04,ZON-062,mini,5,4,0E-16,3.5375,0.4000000000000000
2026-01-04,ZON-106,bike_taxi,3,2,0.3333333333333333,1.8722222222222222,0.6666666666666667
2026-01-04,ZON-010,mini,6,3,0.3333333333333333,3.01,0.5000000000000000
2026-01-04,ZON-009,auto,7,3,0.4285714285714286,2.9166666666666665,0.8571428571428571
2026-01-04,ZON-001,bike_taxi,2,2,0E-16,3.5083333333333333,1.0000000000000000
2026-01-04,ZON-036,mini,8,5,0.3750000000000000,2.652083333333333,0.5000000000000000
2026-01-04,ZON-057,sedan,2,0,0.5000000000000000,4.1,1.0000000000000000
2026-01-05,ZON-021,bike_taxi,5,4,0.2000000000000000,3.4233333333333333,1.0000000000000000
2026-01-05,ZON-077,auto,6,4,0.1666666666666667,3.006666666666667,0.1666666666666667
2026-01-05,ZON-094,auto,8,6,0.2500000000000000,3.3875,0.5000000000000000
2026-01-05,ZON-071,sedan,6,2,0.3333333333333333,4.391666666666667,0.5000000000000000
2026-01-05,ZON-039,auto,9,8,0E-16,4.447916666666667,0.7777777777777778
2026-01-05,ZON-095,auto,5,3,0.2000000000000000,3.691666666666667,0.4000000000000000
2026-01-05,ZON-062,bike_taxi,2,2,0E-16,5.25,1.0000000000000000
2026-01-05,ZON-026,mini,8,5,0.3750000000000000,4.035416666666666,0.7500000000000000
2026-01-05,ZON-051,mini,8,7,0.1250000000000000,3.375,0.7500000000000000
2026-01-05,ZON-007,mini,9,8,0E-16,3.2416666666666667,0.5555555555555556
2026-01-05,ZON-067,sedan,6,4,0.3333333333333333,4.147222222222222,0.8333333333333333
2026-01-05,ZON-052,auto,4,3,0.2500000000000000,1.4416666666666667,0.7500000000000000
2026-01-05,ZON-117,bike_taxi,9,3,0.4444444444444444,3.2547619047619047,0.5555555555555556
2026-01-05,ZON-016,bike_taxi,3,2,0E-16,3.6416666666666666,0.6666666666666667
2026-01-05,ZON-085,bike_taxi,2,1,0E-16,4.333333333333333,0.5000000000000000
2026-01-05,ZON-075,sedan,6,4,0.1666666666666667,3.0933333333333333,0.3333333333333333
2026-01-05,ZON-104,bike_taxi,1,0,0E-16,,1.0000000000000000
2026-01-05,ZON-043,bike_taxi,5,4,0.2000000000000000,3.0833333333333335,0.8000000000000000
2026-01-04,ZON-070,bike_taxi,1,1,0E-16,1.2333333333333334,0E-16
2026-01-05,ZON-056,bike_taxi,6,2,0.5000000000000000,3.79,0.5000000000000000
2026-01-06,ZON-099,auto,5,3,0.4000000000000000,3.7233333333333336,0.2000000000000000
2026-01-06,ZON-006,bike_taxi,7,6,0E-16,3.386111111111111,0.4285714285714286
2026-01-06,ZON-090,mini,6,5,0E-16,4.533333333333333,0.3333333333333333
2026-01-06,ZON-120,bike_taxi,2,2,0E-16,4.883333333333334,1.0000000000000000
2026-01-06,ZON-098,mini,11,7,0.1818181818181818,3.096296296296296,0.2727272727272727
2026-01-06,ZON-088,bike_taxi,8,4,0.3750000000000000,4.530952380952381,0.7500000000000000
2026-01-06,ZON-039,sedan,4,2,0.2500000000000000,4.272222222222222,0.2500000000000000
2026-01-06,ZON-103,auto,6,4,0.3333333333333333,3.65,0.3333333333333333
2026-01-06,ZON-116,bike_taxi,5,1,0.8000000000000000,4.819999999999999,0.2000000000000000
2026-01-06,ZON-044,sedan,3,3,0E-16,1.4611111111111112,0.3333333333333333
2026-01-06,ZON-079,bike_taxi,2,1,0E-16,3.75,0.5000000000000000
2026-01-06,ZON-112,auto,8,5,0.3750000000000000,4.185416666666667,0.5000000000000000
2026-01-06,ZON-038,bike_taxi,4,3,0.2500000000000000,3.6708333333333334,1.0000000000000000
2026-01-06,ZON-041,bike_taxi,4,3,0E-16,4.344444444444445,0.5000000000000000
2026-01-06,ZON-033,mini,6,6,0E-16,3.8472222222222223,0.8333333333333333
2026-01-06,ZON-063,mini,7,5,0.1428571428571429,3.819444444444444,0.8571428571428571
2026-01-06,ZON-021,bike_taxi,4,2,0.5000000000000000,5.8125,1.0000000000000000
2026-01-06,ZON-015,mini,9,5,0.2222222222222222,3.0595238095238098,0.6666666666666667
2026-01-06,ZON-114,bike_taxi,8,4,0.1250000000000000,2.4033333333333333,0.2500000000000000
2026-01-06,ZON-101,mini,8,2,0.6250000000000000,4.752380952380952,0.6250000000000000
2026-01-06,ZON-010,auto,6,2,0.3333333333333333,3.7416666666666667,0.6666666666666667
2026-01-06,ZON-054,bike_taxi,6,3,0.1666666666666667,4.4875,0.6666666666666667
2026-01-06,ZON-087,sedan,2,1,0.5000000000000000,5.458333333333333,1.0000000000000000
2026-01-06,ZON-020,auto,3,3,0E-16,5.133333333333334,0.6666666666666667
2026-01-06,ZON-046,sedan,3,2,0E-16,4.65,0.3333333333333333
2026-01-06,ZON-100,bike_taxi,4,3,0.2500000000000000,5.325,0.7500000000000000
2026-01-06,ZON-023,mini,5,3,0.4000000000000000,4.546666666666667,0.4000000000000000
2026-01-06,ZON-057,mini,7,3,0.5714285714285714,3.838095238095238,0.5714285714285714
2026-01-07,ZON-020,sedan,4,4,0E-16,3.8291666666666666,0.7500000000000000
2026-01-07,ZON-076,sedan,7,3,0.4285714285714286,3.8472222222222223,0.5714285714285714
2026-01-07,ZON-064,bike_taxi,9,6,0.2222222222222222,3.964583333333333,0.4444444444444444
2026-01-07,ZON-086,sedan,7,4,0.2857142857142857,4.775,0.8571428571428571
2026-01-07,ZON-053,bike_taxi,8,6,0.2500000000000000,4.702083333333333,1.0000000000000000
2026-01-07,ZON-028,bike_taxi,8,5,0.3750000000000000,4.1875,0.6250000000000000
2026-01-07,ZON-088,sedan,3,1,0.6666666666666667,3.5833333333333335,1.0000000000000000
2026-01-07,ZON-092,mini,10,9,0E-16,4.342592592592593,0.7000000000000000
2026-01-07,ZON-101,auto,7,5,0.2857142857142857,4.152380952380953,0.4285714285714286
2026-01-07,ZON-106,sedan,3,2,0.3333333333333333,3.038888888888889,0E-16
2026-01-07,ZON-109,sedan,6,2,0.1666666666666667,4.183333333333334,0.3333333333333333
2026-01-07,ZON-084,auto,7,4,0.4285714285714286,3.623809523809524,0.4285714285714286
2026-01-07,ZON-114,mini,6,4,0.3333333333333333,3.9222222222222225,0.3333333333333333
2026-01-07,ZON-097,auto,3,3,0E-16,4.444444444444445,1.0000000000000000
2026-01-06,ZON-120,sedan,1,1,0E-16,6.916666666666667,1.0000000000000000
2026-01-07,ZON-067,sedan,4,3,0E-16,2.444444444444444,0.7500000000000000
2026-01-07,ZON-082,bike_taxi,2,0,1.0000000000000000,4.0,0.5000000000000000
2026-01-07,ZON-014,bike_taxi,4,3,0.2500000000000000,2.1041666666666665,0.7500000000000000
2026-01-07,ZON-096,sedan,1,0,1.0000000000000000,3.4166666666666665,1.0000000000000000
2026-01-07,ZON-029,bike_taxi,6,4,0.3333333333333333,3.686111111111111,0.5000000000000000
2026-01-07,ZON-046,sedan,3,1,0.6666666666666667,4.855555555555555,0.6666666666666667
2026-01-06,ZON-098,bike_taxi,1,1,0E-16,6.533333333333333,0E-16
2026-01-08,ZON-055,bike_taxi,5,3,0.2000000000000000,3.433333333333333,1.0000000000000000
2026-01-08,ZON-028,auto,4,1,0E-16,5.266666666666667,0.2500000000000000
2026-01-08,ZON-073,bike_taxi,6,6,0E-16,3.433333333333333,0.5000000000000000
2026-01-08,ZON-101,sedan,6,5,0.1666666666666667,4.386111111111111,0.6666666666666667
2026-01-08,ZON-103,mini,9,7,0.2222222222222222,2.938888888888889,0.5555555555555556
2026-01-08,ZON-011,bike_taxi,6,3,0.5000000000000000,2.825,0.5000000000000000
2026-01-08,ZON-011,sedan,4,2,0.2500000000000000,3.1666666666666665,0.7500000000000000
2026-01-08,ZON-059,sedan,8,3,0.6250000000000000,4.835416666666666,0.7500000000000000
2026-01-08,ZON-061,sedan,11,6,0.3636363636363636,3.871666666666667,0.5454545454545455
2026-01-08,ZON-045,auto,4,3,0.2500000000000000,2.4916666666666667,0.5000000000000000
2026-01-08,ZON-021,sedan,8,6,0.1250000000000000,4.9642857142857135,0.6250000000000000
2026-01-08,ZON-005,mini,6,4,0.3333333333333333,3.236111111111111,0.5000000000000000
2026-01-08,ZON-074,auto,5,3,0.2000000000000000,2.620833333333333,0.2000000000000000
2026-01-08,ZON-001,auto,5,2,0.4000000000000000,5.970833333333333,0.6000000000000000
2026-01-08,ZON-091,auto,8,5,0.3750000000000000,4.0125,0.5000000000000000
2026-01-08,ZON-007,sedan,4,3,0.2500000000000000,2.7708333333333335,0.7500000000000000
2026-01-08,ZON-093,auto,8,5,0.3750000000000000,3.9625,0.6250000000000000
2026-01-08,ZON-049,auto,6,4,0.3333333333333333,3.436111111111111,0.5000000000000000
2026-01-08,ZON-088,bike_taxi,3,3,0E-16,5.116666666666666,0.6666666666666667
2026-01-08,ZON-048,mini,5,3,0.4000000000000000,3.49,1.0000000000000000
2026-01-09,ZON-022,mini,7,4,0.1428571428571429,4.816666666666666,0.4285714285714286
2026-01-09,ZON-073,auto,8,6,0.2500000000000000,3.025,0.5000000000000000
2026-01-09,ZON-096,sedan,4,3,0.2500000000000000,2.1333333333333333,0.5000000000000000
2026-01-09,ZON-074,bike_taxi,6,6,0E-16,2.613888888888889,0.6666666666666667
2026-01-09,ZON-071,bike_taxi,5,4,0.2000000000000000,3.1199999999999997,0.6000000000000000
2026-01-09,ZON-018,auto,13,6,0.3076923076923077,3.408333333333333,0.5384615384615385
2026-01-09,ZON-054,mini,9,7,0.2222222222222222,2.940740740740741,0.5555555555555556
2026-01-09,ZON-040,bike_taxi,4,3,0.2500000000000000,3.4166666666666665,0.5000000000000000
2026-01-09,ZON-094,bike_taxi,2,2,0E-16,2.033333333333333,0.5000000000000000
2026-01-09,ZON-032,bike_taxi,6,3,0.3333333333333333,4.566666666666666,0.6666666666666667
2026-01-09,ZON-066,sedan,5,4,0.2000000000000000,1.5966666666666667,0.2000000000000000
2026-01-09,ZON-107,mini,4,3,0.2500000000000000,4.566666666666666,0.7500000000000000
2026-01-09,ZON-120,sedan,8,5,0.3750000000000000,4.2,0.5000000000000000
2026-01-09,ZON-046,auto,8,7,0.1250000000000000,3.995833333333333,0.7500000000000000
2026-01-09,ZON-084,sedan,3,2,0.3333333333333333,3.15,0.3333333333333333
2026-01-09,ZON-013,sedan,3,2,0.3333333333333333,3.5,0.6666666666666667
2026-01-09,ZON-053,bike_taxi,6,4,0.1666666666666667,4.08,0.1666666666666667
2026-01-09,ZON-105,bike_taxi,4,3,0.2500000000000000,3.0875,0.7500000000000000
2026-01-09,ZON-030,sedan,2,2,0E-16,2.4,0.5000000000000000
2026-01-09,ZON-117,auto,3,1,0.6666666666666667,3.361111111111111,0.6666666666666667
2026-01-10,ZON-012,mini,7,5,0.1428571428571429,3.975,0.7142857142857143
2026-01-10,ZON-085,auto,5,3,0.4000000000000000,3.246666666666667,0.8000000000000000
2026-01-10,ZON-025,mini,5,4,0.2000000000000000,4.546666666666667,0.6000000000000000
2026-01-10,ZON-016,mini,5,3,0.2000000000000000,2.5166666666666666,0.4000000000000000
2026-01-10,ZON-078,bike_taxi,8,5,0.3750000000000000,3.1791666666666667,0.7500000000000000
2026-01-10,ZON-014,auto,7,6,0.1428571428571429,3.178571428571429,0.8571428571428571
2026-01-10,ZON-076,mini,7,5,0.1428571428571429,3.6333333333333333,0.7142857142857143
2026-01-10,ZON-041,auto,4,3,0.2500000000000000,4.095833333333333,0.2500000000000000
2026-01-10,ZON-050,auto,4,3,0.2500000000000000,4.720833333333333,0.5000000000000000
2026-01-10,ZON-117,auto,5,3,0.4000000000000000,5.053333333333333,0.6000000000000000
2026-01-10,ZON-078,sedan,4,0,0.2500000000000000,1.3833333333333333,0.2500000000000000
2026-01-10,ZON-032,auto,7,5,0.1428571428571429,3.436111111111111,0.5714285714285714
2026-01-10,ZON-095,sedan,5,3,0.2000000000000000,4.570833333333334,0.4000000000000000
2026-01-10,ZON-048,auto,2,0,1.0000000000000000,2.625,0E-16
2026-01-10,ZON-051,sedan,2,2,0E-16,4.95,0E-16
2026-01-10,ZON-075,sedan,3,2,0E-16,5.541666666666667,0.3333333333333333
2026-01-10,ZON-113,sedan,1,0,1.0000000000000000,6.633333333333334,0E-16
2026-01-10,ZON-032,sedan,3,1,0.3333333333333333,2.725,0.6666666666666667
2026-01-10,ZON-108,sedan,2,2,0E-16,2.591666666666667,0.5000000000000000
2026-01-10,ZON-021,sedan,4,3,0.2500000000000000,2.7708333333333335,0.2500000000000000
2026-01-11,ZON-052,auto,3,3,0E-16,3.911111111111111,0.3333333333333333
2026-01-11,ZON-088,sedan,5,4,0.2000000000000000,3.6966666666666668,0.8000000000000000
2026-01-11,ZON-037,mini,9,3,0.3333333333333333,4.447222222222222,0.2222222222222222
2026-01-11,ZON-076,mini,6,3,0.1666666666666667,3.629166666666667,0.3333333333333333
2026-01-11,ZON-112,mini,7,4,0.1428571428571429,4.54,0.8571428571428571
2026-01-11,ZON-041,auto,8,5,0.2500000000000000,3.119047619047619,0.5000000000000000
2026-01-11,ZON-027,mini,4,2,0E-16,3.05,1.0000000000000000
2026-01-11,ZON-095,auto,5,2,0.4000000000000000,1.875,0.6000000000000000
2026-01-11,ZON-113,auto,7,5,0.1428571428571429,2.675,0.7142857142857143
2026-01-11,ZON-032,sedan,3,1,0.6666666666666667,2.2277777777777774,0E-16
2026-01-11,ZON-005,auto,6,4,0.1666666666666667,3.0,0.3333333333333333
2026-01-11,ZON-108,mini,4,3,0.2500000000000000,3.4541666666666666,0.2500000000000000
2026-01-11,ZON-037,sedan,3,2,0.3333333333333333,3.45,0.3333333333333333
2026-01-11,ZON-036,sedan,3,3,0E-16,3.561111111111111,1.0000000000000000
2026-01-11,ZON-104,bike_taxi,2,1,0E-16,3.0,0E-16
2026-01-12,ZON-012,mini,11,10,0E-16,3.1133333333333337,0.6363636363636364
2026-01-12,ZON-060,mini,8,6,0.2500000000000000,3.3645833333333335,0.5000000000000000
2026-01-12,ZON-059,bike_taxi,11,7,0.2727272727272727,3.36,0.3636363636363636
2026-01-12,ZON-084,mini,8,3,0.3750000000000000,3.761111111111111,0.5000000000000000
2026-01-12,ZON-049,auto,5,4,0.2000000000000000,3.7233333333333336,0.6000000000000000
2026-01-12,ZON-063,auto,10,5,0.3000000000000000,2.3833333333333333,0.6000000000000000
2026-01-12,ZON-108,sedan,4,4,0E-16,4.0875,0.7500000000000000
2026-01-12,ZON-099,auto,4,2,0.5000000000000000,2.7,0.5000000000000000
2026-01-12,ZON-104,mini,8,5,0.2500000000000000,2.7738095238095237,0.5000000000000000
2026-01-12,ZON-062,sedan,4,4,0E-16,4.320833333333334,0.7500000000000000
2026-01-12,ZON-078,bike_taxi,8,4,0.5000000000000000,4.522916666666666,0.2500000000000000
2026-01-12,ZON-016,sedan,5,4,0.2000000000000000,3.993333333333333,0.8000000000000000
2026-01-12,ZON-101,auto,3,3,0E-16,3.594444444444444,1.0000000000000000
2026-01-12,ZON-112,sedan,2,2,0E-16,1.2916666666666667,1.0000000000000000
2026-01-12,ZON-059,auto,5,4,0E-16,3.675,0.6000000000000000
2026-01-12,ZON-079,sedan,6,4,0.3333333333333333,3.588888888888889,1.0000000000000000
2026-01-12,ZON-029,mini,7,5,0E-16,2.6766666666666667,0.4285714285714286
2026-01-12,ZON-013,sedan,5,4,0.2000000000000000,4.86,0.4000000000000000
2026-01-12,ZON-107,bike_taxi,8,4,0.5000000000000000,4.64375,0.2500000000000000
2026-01-12,ZON-020,bike_taxi,6,4,0.3333333333333333,5.6194444444444445,0.5000000000000000
2026-01-12,ZON-030,mini,3,3,0E-16,5.177777777777778,0.6666666666666667
2026-01-12,ZON-098,sedan,3,2,0.3333333333333333,4.111111111111111,0.3333333333333333
2026-01-13,ZON-030,auto,9,8,0.1111111111111111,2.5055555555555555,0.6666666666666667
2026-01-13,ZON-022,mini,8,4,0.5000000000000000,2.9145833333333333,0.3750000000000000
2026-01-13,ZON-093,sedan,8,8,0E-16,4.314583333333333,0.3750000000000000
2026-01-13,ZON-004,mini,6,2,0.5000000000000000,4.403333333333333,0.6666666666666667
2026-01-13,ZON-024,mini,7,4,0.4285714285714286,4.809523809523809,0.4285714285714286
2026-01-13,ZON-014,mini,6,2,0E-16,2.6666666666666665,0.5000000000000000
2026-01-13,ZON-016,auto,6,2,0.6666666666666667,3.8527777777777774,0.6666666666666667
2026-01-13,ZON-049,sedan,3,3,0E-16,3.683333333333333,0.3333333333333333
2026-01-13,ZON-117,auto,5,2,0.4000000000000000,3.1041666666666665,0.2000000000000000
2026-01-13,ZON-006,bike_taxi,3,3,0E-16,3.094444444444444,0E-16
2026-01-13,ZON-098,sedan,2,1,0.5000000000000000,1.4083333333333334,1.0000000000000000
2026-01-13,ZON-046,auto,8,6,0.1250000000000000,4.511904761904762,0.8750000000000000
2026-01-13,ZON-031,mini,2,2,0E-16,5.541666666666667,0.5000000000000000
2026-01-13,ZON-110,mini,9,6,0.1111111111111111,4.280952380952381,0.4444444444444444
2026-01-13,ZON-063,mini,7,3,0.2857142857142857,3.6666666666666665,0.7142857142857143
2026-01-13,ZON-059,mini,2,1,0.5000000000000000,3.783333333333333,0.5000000000000000
2026-01-13,ZON-076,mini,9,7,0.1111111111111111,3.44375,0.6666666666666667
2026-01-13,ZON-021,auto,2,2,0E-16,5.825,0E-16
2026-01-13,ZON-099,auto,2,1,0E-16,0.36666666666666664,0E-16
2026-01-14,ZON-089,mini,11,8,0.1818181818181818,4.28,0.1818181818181818
2026-01-14,ZON-020,bike_taxi,5,5,0E-16,3.6366666666666663,0.6000000000000000
2026-01-14,ZON-053,mini,5,5,0E-16,3.5,0.6000000000000000
2026-01-14,ZON-075,mini,9,5,0.3333333333333333,3.40625,0.5555555555555556
2026-01-14,ZON-061,bike_taxi,5,2,0.6000000000000000,4.4366666666666665,0.6000000000000000
2026-01-14,ZON-054,auto,10,8,0.1000000000000000,4.037037037037037,0.4000000000000000
2026-01-14,ZON-101,bike_taxi,6,3,0.1666666666666667,4.729166666666667,0.5000000000000000
2026-01-14,ZON-011,auto,7,4,0.2857142857142857,3.180555555555556,0.7142857142857143
2026-01-14,ZON-081,auto,8,6,0.2500000000000000,3.1958333333333333,0.6250000000000000
2026-01-14,ZON-085,bike_taxi,6,5,0E-16,3.56,0.8333333333333333
2026-01-14,ZON-024,auto,5,4,0.2000000000000000,4.85,0.4000000000000000
2026-01-14,ZON-050,bike_taxi,8,6,0.2500000000000000,3.3979166666666667,0.7500000000000000
2026-01-14,ZON-044,sedan,3,3,0E-16,5.1,0.6666666666666667
2026-01-01,ZON-102,mini,9,5,0.3333333333333333,3.6166666666666667,0.3333333333333333
2026-01-01,ZON-070,mini,9,7,0.2222222222222222,4.4037037037037035,0.5555555555555556
2026-01-01,ZON-012,bike_taxi,5,4,0E-16,5.804166666666666,0.2000000000000000
2026-01-01,ZON-038,auto,8,5,0.1250000000000000,4.361111111111112,0.6250000000000000
2026-01-01,ZON-039,auto,11,8,0.0909090909090909,4.17962962962963,0.3636363636363636
2026-01-01,ZON-026,bike_taxi,4,2,0.2500000000000000,3.4944444444444445,0.5000000000000000
2026-01-01,ZON-107,mini,10,6,0.3000000000000000,3.9796296296296294,0.4000000000000000
2026-01-01,ZON-076,mini,7,4,0.1428571428571429,4.496666666666667,0.7142857142857143
2026-01-01,ZON-002,mini,7,5,0.2857142857142857,4.3809523809523805,0.4285714285714286
2026-01-01,ZON-115,auto,8,5,0.2500000000000000,3.069047619047619,0.6250000000000000
2026-01-01,ZON-003,bike_taxi,8,4,0.3750000000000000,4.042857142857143,0.7500000000000000
2026-01-01,ZON-116,bike_taxi,4,1,0.5000000000000000,4.122222222222223,0.5000000000000000
2026-01-01,ZON-103,bike_taxi,2,1,0.5000000000000000,5.1,0.5000000000000000
2026-01-01,ZON-092,auto,2,1,0E-16,0.9833333333333333,0.5000000000000000
2026-01-01,ZON-007,mini,6,4,0.1666666666666667,3.253333333333333,0.6666666666666667
2026-01-01,ZON-075,sedan,4,2,0.5000000000000000,3.8041666666666667,0E-16
2026-01-02,ZON-062,bike_taxi,6,6,0E-16,4.219444444444444,0.5000000000000000
2026-01-02,ZON-110,auto,4,3,0.2500000000000000,4.9125,0.7500000000000000
2026-01-02,ZON-043,sedan,5,4,0.2000000000000000,3.1333333333333333,0.8000000000000000
2026-01-02,ZON-079,sedan,4,2,0.2500000000000000,3.788888888888889,1.0000000000000000
2026-01-02,ZON-098,bike_taxi,6,4,0.1666666666666667,4.183333333333334,0.6666666666666667
2026-01-02,ZON-117,auto,3,3,0E-16,4.877777777777778,0.6666666666666667
2026-01-02,ZON-090,auto,5,4,0.2000000000000000,4.67,0.4000000000000000
2026-01-02,ZON-029,auto,3,2,0.3333333333333333,4.461111111111111,0E-16
2026-01-02,ZON-106,auto,4,2,0.5000000000000000,3.525,0.5000000000000000
2026-01-02,ZON-065,bike_taxi,5,4,0.2000000000000000,4.026666666666666,1.0000000000000000
2026-01-02,ZON-047,bike_taxi,5,5,0E-16,2.2666666666666666,0.6000000000000000
2026-01-02,ZON-083,bike_taxi,2,2,0E-16,5.441666666666666,1.0000000000000000
2026-01-03,ZON-120,bike_taxi,9,7,0.1111111111111111,3.425,0.6666666666666667
2026-01-03,ZON-075,mini,6,3,0.3333333333333333,3.3766666666666665,0.6666666666666667
2026-01-03,ZON-002,mini,4,3,0E-16,4.777777777777778,0.2500000000000000
2026-01-03,ZON-067,mini,6,4,0.1666666666666667,3.3466666666666667,0.6666666666666667
2026-01-03,ZON-090,auto,13,7,0.3076923076923077,4.212121212121212,0.4615384615384615
2026-01-03,ZON-082,mini,8,5,0.1250000000000000,5.919444444444445,0.7500000000000000
2026-01-03,ZON-104,sedan,4,4,0E-16,2.3208333333333333,0.2500000000000000
2026-01-03,ZON-067,sedan,6,5,0.1666666666666667,4.066666666666666,0.6666666666666667
2026-01-03,ZON-093,bike_taxi,6,4,0.1666666666666667,2.9633333333333334,0.8333333333333333
2026-01-03,ZON-008,mini,9,6,0.1111111111111111,3.1476190476190475,0.5555555555555556
2026-01-03,ZON-026,auto,9,3,0.5555555555555556,4.877083333333333,0.3333333333333333
2026-01-03,ZON-002,bike_taxi,7,4,0.2857142857142857,3.6222222222222222,0.4285714285714286
2026-01-03,ZON-096,sedan,4,3,0E-16,4.261111111111111,0.5000000000000000
2026-01-02,ZON-003,bike_taxi,2,2,0E-16,1.95,0.5000000000000000
2026-01-03,ZON-018,sedan,5,4,0E-16,4.8625,0.8000000000000000
2026-01-04,ZON-042,mini,8,3,0.3750000000000000,3.6527777777777777,0.3750000000000000
2026-01-04,ZON-115,mini,8,4,0.2500000000000000,1.9972222222222222,0.2500000000000000
2026-01-04,ZON-112,auto,4,3,0.2500000000000000,4.179166666666666,0.2500000000000000
