operation_date,pickup_zone_id,service_type,surge_band,trip_requests,surge_trip_count,surge_trip_share,completion_rate,cancellation_rate,avg_final_fare_inr
2026-01-01,ZON-109,auto,surge,3,3,1.0000000000000000,0.6666666666666667,0E-16,971.730000
2026-01-01,ZON-029,bike_taxi,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,429.860000
2026-01-02,ZON-021,mini,surge,5,5,1.0000000000000000,0.6000000000000000,0.4000000000000000,293.650000
2026-01-02,ZON-062,mini,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,445.835000
2026-01-02,ZON-073,mini,non_surge,3,0,0E-16,1.0000000000000000,0E-16,557.846667
2026-01-02,ZON-036,auto,surge,7,7,1.0000000000000000,0.5714285714285714,0.2857142857142857,601.045000
2026-01-02,ZON-057,mini,non_surge,6,0,0E-16,0.5000000000000000,0.3333333333333333,183.390000
2026-01-02,ZON-051,auto,surge,3,3,1.0000000000000000,0E-16,0.6666666666666667,
2026-01-02,ZON-064,mini,non_surge,6,0,0E-16,0.8333333333333333,0.1666666666666667,233.690000
2026-01-02,ZON-087,bike_taxi,non_surge,3,0,0E-16,0E-16,1.0000000000000000,
2026-01-02,ZON-001,auto,non_surge,7,0,0E-16,0.5714285714285714,0.2857142857142857,334.527500
2026-01-02,ZON-022,mini,non_surge,4,0,0E-16,0.2500000000000000,0.2500000000000000,378.520000
2026-01-02,ZON-061,auto,surge,2,2,1.0000000000000000,0.5000000000000000,0.5000000000000000,604.610000
2026-01-02,ZON-025,auto,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,262.770000
2026-01-02,ZON-036,mini,surge,7,7,1.0000000000000000,0.5714285714285714,0.1428571428571429,702.037500
2026-01-02,ZON-055,bike_taxi,surge,6,6,1.0000000000000000,0.3333333333333333,0.3333333333333333,308.835000
2026-01-02,ZON-051,auto,non_surge,8,0,0E-16,0.8750000000000000,0E-16,337.604286
2026-01-02,ZON-059,sedan,surge,4,4,1.0000000000000000,1.0000000000000000,0E-16,824.990000
2026-01-02,ZON-067,bike_taxi,non_surge,6,0,0E-16,0.8333333333333333,0.1666666666666667,206.402000
2026-01-02,ZON-081,bike_taxi,non_surge,4,0,0E-16,0.5000000000000000,0.2500000000000000,194.740000
2026-01-02,ZON-087,bike_taxi,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,132.560000
2026-01-02,ZON-094,mini,surge,6,6,1.0000000000000000,0.8333333333333333,0E-16,487.572000
2026-01-02,ZON-078,bike_taxi,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,315.315000
2026-01-02,ZON-111,bike_taxi,surge,5,5,1.0000000000000000,0.8000000000000000,0E-16,405.770000
2026-01-02,ZON-109,mini,surge,6,6,1.0000000000000000,0.3333333333333333,0.5000000000000000,442.490000
2026-01-02,ZON-017,auto,surge,4,4,1.0000000000000000,1.0000000000000000,0E-16,522.910000
2026-01-02,ZON-101,sedan,surge,5,5,1.0000000000000000,0.4000000000000000,0.4000000000000000,1252.485000
2026-01-02,ZON-046,sedan,surge,5,5,1.0000000000000000,0.4000000000000000,0.4000000000000000,659.075000
2026-01-02,ZON-100,bike_taxi,non_surge,4,0,0E-16,0.5000000000000000,0E-16,204.375000
2026-01-02,ZON-073,sedan,surge,4,4,1.0000000000000000,0.5000000000000000,0.2500000000000000,620.040000
2026-01-02,ZON-001,auto,surge,3,3,1.0000000000000000,0.6666666666666667,0E-16,735.145000
2026-01-02,ZON-020,mini,non_surge,3,0,0E-16,0.3333333333333333,0.6666666666666667,149.930000
2026-01-02,ZON-062,sedan,non_surge,4,0,0E-16,0.7500000000000000,0.2500000000000000,402.543333
2026-01-02,ZON-033,mini,non_surge,2,0,0E-16,0.5000000000000000,0E-16,344.550000
2026-01-02,ZON-037,sedan,non_surge,4,0,0E-16,0.7500000000000000,0.2500000000000000,532.663333
2026-01-02,ZON-020,bike_taxi,surge,2,2,1.0000000000000000,0.5000000000000000,0.5000000000000000,322.240000
2026-01-02,ZON-020,auto,non_surge,2,0,0E-16,0.5000000000000000,0.5000000000000000,87.010000
2026-01-01,ZON-066,auto,non_surge,1,0,0E-16,0E-16,0E-16,
2026-01-02,ZON-063,bike_taxi,non_surge,1,0,0E-16,0E-16,0E-16,
2026-01-02,ZON-007,auto,non_surge,2,0,0E-16,1.0000000000000000,0E-16,369.055000
2026-01-02,ZON-099,bike_taxi,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,394.140000
2026-01-02,ZON-085,bike_taxi,non_surge,5,0,0E-16,1.0000000000000000,0E-16,226.318000
2026-01-02,ZON-055,sedan,non_surge,1,0,0E-16,1.0000000000000000,0E-16,858.820000
2026-01-02,ZON-117,auto,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,629.325000
2026-01-02,ZON-054,auto,non_surge,1,0,0E-16,1.0000000000000000,0E-16,294.240000
2026-01-02,ZON-068,bike_taxi,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,527.500000
2026-01-02,ZON-036,bike_taxi,non_surge,1,0,0E-16,1.0000000000000000,0E-16,90.590000
2026-01-03,ZON-107,sedan,non_surge,3,0,0E-16,0.6666666666666667,0E-16,623.760000
2026-01-03,ZON-080,auto,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,407.655000
2026-01-02,ZON-040,auto,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,263.080000
2026-01-03,ZON-043,sedan,surge,3,3,1.0000000000000000,0.6666666666666667,0.3333333333333333,703.280000
2026-01-03,ZON-001,mini,non_surge,3,0,0E-16,0.6666666666666667,0E-16,534.975000
2026-01-03,ZON-037,auto,non_surge,1,0,0E-16,0E-16,1.0000000000000000,
2026-01-03,ZON-104,auto,non_surge,3,0,0E-16,0.6666666666666667,0E-16,542.435000
2026-01-03,ZON-063,mini,surge,3,3,1.0000000000000000,0.6666666666666667,0E-16,253.775000
2026-01-03,ZON-109,sedan,non_surge,2,0,0E-16,1.0000000000000000,0E-16,924.230000
2026-01-03,ZON-053,sedan,non_surge,2,0,0E-16,0E-16,0.5000000000000000,
2026-01-02,ZON-018,mini,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,417.660000
2026-01-03,ZON-048,mini,surge,4,4,1.0000000000000000,1.0000000000000000,0E-16,408.562500
2026-01-03,ZON-074,bike_taxi,surge,6,6,1.0000000000000000,0.5000000000000000,0.3333333333333333,358.090000
2026-01-03,ZON-050,bike_taxi,surge,2,2,1.0000000000000000,0.5000000000000000,0E-16,293.020000
2026-01-03,ZON-076,sedan,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,217.905000
2026-01-03,ZON-048,bike_taxi,surge,5,5,1.0000000000000000,0.6000000000000000,0.4000000000000000,454.736667
2026-01-03,ZON-017,auto,surge,5,5,1.0000000000000000,0.8000000000000000,0.2000000000000000,463.745000
2026-01-02,ZON-032,mini,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,218.580000
2026-01-03,ZON-016,bike_taxi,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,122.200000
2026-01-03,ZON-066,auto,surge,4,4,1.0000000000000000,0.5000000000000000,0.5000000000000000,367.955000
2026-01-03,ZON-010,mini,surge,1,1,1.0000000000000000,0E-16,1.0000000000000000,
2026-01-03,ZON-028,auto,non_surge,2,0,0E-16,0E-16,0.5000000000000000,
2026-01-03,ZON-107,bike_taxi,non_surge,2,0,0E-16,0.5000000000000000,0E-16,60.710000
2026-01-02,ZON-049,auto,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,366.770000
2026-01-03,ZON-061,mini,non_surge,2,0,0E-16,0.5000000000000000,0.5000000000000000,324.340000
2026-01-02,ZON-082,mini,non_surge,1,0,0E-16,1.0000000000000000,0E-16,255.800000
2026-01-03,ZON-073,mini,non_surge,4,0,0E-16,1.0000000000000000,0E-16,373.442500
2026-01-04,ZON-106,mini,non_surge,7,0,0E-16,0.5714285714285714,0E-16,473.702500
2026-01-04,ZON-015,mini,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,799.650000
2026-01-04,ZON-061,auto,surge,2,2,1.0000000000000000,0.5000000000000000,0.5000000000000000,512.100000
2026-01-04,ZON-082,auto,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,368.270000
2026-01-04,ZON-005,mini,non_surge,4,0,0E-16,0.5000000000000000,0.2500000000000000,440.415000
2026-01-04,ZON-028,mini,surge,9,9,1.0000000000000000,0.3333333333333333,0.3333333333333333,492.220000
2026-01-04,ZON-107,auto,non_surge,4,0,0E-16,0.7500000000000000,0E-16,207.233333
2026-01-04,ZON-001,mini,non_surge,5,0,0E-16,0.4000000000000000,0.4000000000000000,521.460000
2026-01-04,ZON-071,auto,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,243.680000
2026-01-04,ZON-110,auto,non_surge,2,0,0E-16,1.0000000000000000,0E-16,169.430000
2026-01-04,ZON-030,mini,surge,9,9,1.0000000000000000,0.7777777777777778,0.2222222222222222,771.604286
2026-01-04,ZON-056,auto,non_surge,4,0,0E-16,0.5000000000000000,0.5000000000000000,272.880000
2026-01-04,ZON-105,bike_taxi,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,123.790000
2026-01-04,ZON-061,mini,surge,5,5,1.0000000000000000,0.4000000000000000,0.4000000000000000,234.385000
2026-01-04,ZON-039,mini,non_surge,6,0,0E-16,0.5000000000000000,0.3333333333333333,261.860000
2026-01-04,ZON-087,auto,surge,3,3,1.0000000000000000,0.3333333333333333,0.3333333333333333,497.230000
2026-01-04,ZON-057,bike_taxi,surge,4,4,1.0000000000000000,0.7500000000000000,0E-16,354.060000
2026-01-04,ZON-025,auto,non_surge,1,0,0E-16,0E-16,0E-16,
2026-01-04,ZON-049,auto,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,256.685000
2026-01-04,ZON-009,auto,surge,6,6,1.0000000000000000,0.5000000000000000,0.3333333333333333,560.120000
2026-01-04,ZON-010,bike_taxi,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,284.430000
2026-01-04,ZON-089,mini,non_surge,3,0,0E-16,1.0000000000000000,0E-16,143.310000
2026-01-04,ZON-085,mini,surge,5,5,1.0000000000000000,0.8000000000000000,0E-16,496.940000
2026-01-04,ZON-095,mini,surge,5,5,1.0000000000000000,0.8000000000000000,0E-16,649.937500
2026-01-04,ZON-054,sedan,surge,1,1,1.0000000000000000,0E-16,1.0000000000000000,
2026-01-04,ZON-006,mini,non_surge,5,0,0E-16,0.4000000000000000,0.4000000000000000,546.970000
2026-01-04,ZON-039,bike_taxi,non_surge,1,0,0E-16,1.0000000000000000,0E-16,281.530000
2026-01-04,ZON-108,sedan,surge,4,4,1.0000000000000000,1.0000000000000000,0E-16,882.672500
2026-01-04,ZON-085,mini,non_surge,4,0,0E-16,1.0000000000000000,0E-16,320.905000
2026-01-04,ZON-065,mini,surge,3,3,1.0000000000000000,0.6666666666666667,0.3333333333333333,939.000000
2026-01-04,ZON-034,auto,non_surge,5,0,0E-16,0.8000000000000000,0.2000000000000000,192.110000
2026-01-04,ZON-026,auto,non_surge,3,0,0E-16,0.6666666666666667,0E-16,231.715000
2026-01-03,ZON-071,auto,non_surge,1,0,0E-16,0E-16,1.0000000000000000,
2026-01-04,ZON-036,sedan,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,67.980000
2026-01-04,ZON-020,bike_taxi,non_surge,1,0,0E-16,0E-16,1.0000000000000000,
2026-01-04,ZON-074,sedan,non_surge,1,0,0E-16,1.0000000000000000,0E-16,451.460000
2026-01-04,ZON-076,bike_taxi,non_surge,2,0,0E-16,1.0000000000000000,0E-16,182.170000
2026-01-04,ZON-106,bike_taxi,non_surge,1,0,0E-16,1.0000000000000000,0E-16,63.220000
2026-01-04,ZON-014,sedan,surge,3,3,1.0000000000000000,1.0000000000000000,0E-16,1048.810000
2026-01-04,ZON-044,auto,surge,2,2,1.0000000000000000,0.5000000000000000,0.5000000000000000,191.400000
2026-01-04,ZON-087,bike_taxi,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,268.630000
2026-01-04,ZON-063,auto,non_surge,1,0,0E-16,1.0000000000000000,0E-16,545.620000
2026-01-04,ZON-052,mini,non_surge,2,0,0E-16,1.0000000000000000,0E-16,376.745000
2026-01-04,ZON-018,sedan,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,123.030000
2026-01-04,ZON-102,auto,surge,1,1,1.0000000000000000,0E-16,1.0000000000000000,
2026-01-04,ZON-109,bike_taxi,non_surge,3,0,0E-16,0.6666666666666667,0E-16,114.685000
2026-01-05,ZON-015,mini,non_surge,4,0,0E-16,0.7500000000000000,0.2500000000000000,504.540000
2026-01-05,ZON-089,mini,surge,6,6,1.0000000000000000,0.8333333333333333,0.1666666666666667,693.166000
2026-01-05,ZON-117,auto,surge,3,3,1.0000000000000000,0.6666666666666667,0.3333333333333333,602.915000
2026-01-05,ZON-098,mini,non_surge,5,0,0E-16,0.8000000000000000,0.2000000000000000,438.807500
2026-01-05,ZON-106,sedan,surge,6,6,1.0000000000000000,0.5000000000000000,0.5000000000000000,650.433333
2026-01-05,ZON-025,mini,surge,5,5,1.0000000000000000,0.4000000000000000,0.4000000000000000,875.330000
2026-01-05,ZON-053,auto,surge,8,8,1.0000000000000000,0.5000000000000000,0.3750000000000000,539.620000
2026-01-05,ZON-026,auto,non_surge,4,0,0E-16,0.7500000000000000,0.2500000000000000,320.236667
2026-01-05,ZON-022,mini,non_surge,2,0,0E-16,0.5000000000000000,0E-16,462.920000
2026-01-05,ZON-058,mini,non_surge,4,0,0E-16,0.7500000000000000,0E-16,426.850000
2026-01-05,ZON-117,auto,non_surge,3,0,0E-16,1.0000000000000000,0E-16,265.483333
2026-01-05,ZON-029,mini,non_surge,3,0,0E-16,1.0000000000000000,0E-16,450.776667
2026-01-05,ZON-070,sedan,non_surge,2,0,0E-16,0.5000000000000000,0E-16,340.480000
2026-01-05,ZON-007,mini,surge,5,5,1.0000000000000000,0.8000000000000000,0E-16,818.572500
2026-01-05,ZON-040,auto,non_surge,2,0,0E-16,0E-16,0.5000000000000000,
2026-01-05,ZON-078,sedan,surge,3,3,1.0000000000000000,1.0000000000000000,0E-16,1088.803333
2026-01-05,ZON-069,mini,surge,6,6,1.0000000000000000,0.6666666666666667,0E-16,668.935000
2026-01-05,ZON-030,auto,non_surge,8,0,0E-16,0.6250000000000000,0.1250000000000000,327.068000
2026-01-05,ZON-067,sedan,surge,5,5,1.0000000000000000,0.6000000000000000,0.4000000000000000,1417.483333
2026-01-05,ZON-020,mini,surge,6,6,1.0000000000000000,0.5000000000000000,0.3333333333333333,659.690000
2026-01-05,ZON-083,mini,surge,4,4,1.0000000000000000,0.5000000000000000,0.2500000000000000,888.035000
2026-01-05,ZON-067,bike_taxi,surge,4,4,1.0000000000000000,0.7500000000000000,0.2500000000000000,401.626667
2026-01-05,ZON-048,auto,non_surge,4,0,0E-16,0.7500000000000000,0.2500000000000000,360.560000
2026-01-05,ZON-009,sedan,non_surge,3,0,0E-16,0.3333333333333333,0.6666666666666667,325.390000
2026-01-05,ZON-119,bike_taxi,non_surge,5,0,0E-16,0.4000000000000000,0.2000000000000000,279.425000
2026-01-05,ZON-022,bike_taxi,surge,3,3,1.0000000000000000,1.0000000000000000,0E-16,327.720000
2026-01-05,ZON-019,auto,surge,3,3,1.0000000000000000,0.6666666666666667,0.3333333333333333,566.510000
2026-01-05,ZON-037,bike_taxi,surge,5,5,1.0000000000000000,1.0000000000000000,0E-16,395.662000
2026-01-05,ZON-085,sedan,non_surge,3,0,0E-16,0.3333333333333333,0.3333333333333333,1028.820000
2026-01-05,ZON-053,sedan,surge,3,3,1.0000000000000000,0.3333333333333333,0.6666666666666667,1785.120000
2026-01-05,ZON-082,auto,non_surge,1,0,0E-16,1.0000000000000000,0E-16,211.320000
2026-01-05,ZON-004,auto,surge,4,4,1.0000000000000000,0.7500000000000000,0.2500000000000000,316.876667
2026-01-05,ZON-054,bike_taxi,surge,3,3,1.0000000000000000,1.0000000000000000,0E-16,194.070000
2026-01-05,ZON-066,sedan,non_surge,3,0,0E-16,0.3333333333333333,0.6666666666666667,62.470000
2026-01-05,ZON-032,bike_taxi,surge,1,1,1.0000000000000000,1.0000000000000000,0E-16,362.400000
2026-01-04,ZON-028,auto,non_surge,1,0,0E-16,0E-16,1.0000000000000000,
2026-01-06,ZON-008,mini,non_surge,4,0,0E-16,0.7500000000000000,0E-16,512.513333
2026-01-06,ZON-107,bike_taxi,non_surge,5,0,0E-16,0.6000000000000000,0.4000000000000000,232.483333
2026-01-06,ZON-072,bike_taxi,surge,2,2,1.0000000000000000,0.5000000000000000,0.5000000000000000,85.850000
2026-01-06,ZON-037,mini,surge,4,4,1.0000000000000000,0.7500000000000000,0.2500000000000000,278.736667
2026-01-06,ZON-068,bike_taxi,non_surge,4,0,0E-16,0.5000000000000000,0.2500000000000000,178.945000
2026-01-06,ZON-077,sedan,non_surge,1,0,0E-16,0E-16,1.0000000000000000,
2026-01-06,ZON-019,auto,surge,1,1,1.0000000000000000,0E-16,0E-16,
2026-01-06,ZON-063,mini,surge,6,6,1.0000000000000000,0.6666666666666667,0.1666666666666667,623.745000
2026-01-06,ZON-029,mini,surge,4,4,1.0000000000000000,0.7500000000000000,0.2500000000000000,793.456667
2026-01-06,ZON-036,auto,surge,3,3,1.0000000000000000,0.6666666666666667,0.3333333333333333,361.980000
2026-01-06,ZON-047,mini,non_surge,3,0,0E-16,0.3333333333333333,0.6666666666666667,64.590000
2026-01-06,ZON-094,bike_taxi,non_surge,4,0,0E-16,0.7500000000000000,0E-16,233.993333
2026-01-06,ZON-024,auto,non_surge,1,0,0E-16,1.0000000000000000,0E-16,384.160000
2026-01-06,ZON-039,bike_taxi,non_surge,4,0,0E-16,0.7500000000000000,0E-16,176.103333
2026-01-06,ZON-087,auto,non_surge,3,0,0E-16,1.0000000000000000,0E-16,115.426667
2026-01-06,ZON-095,auto,surge,1,1,1.0000000000000000,0E-16,0E-16,
2026-01-06,ZON-057,mini,non_surge,3,0,0E-16,0E-16,1.0000000000000000,
2026-01-06,ZON-105,mini,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,351.025000
2026-01-06,ZON-050,auto,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,488.810000
2026-01-06,ZON-084,mini,surge,1,1,1.0000000000000000,0E-16,1.0000000000000000,
2026-01-06,ZON-014,auto,non_surge,2,0,0E-16,1.0000000000000000,0E-16,167.985000
2026-01-06,ZON-030,bike_taxi,surge,3,3,1.0000000000000000,0.6666666666666667,0.3333333333333333,303.175000
2026-01-06,ZON-037,auto,non_surge,1,0,0E-16,1.0000000000000000,0E-16,489.430000
2026-01-06,ZON-114,bike_taxi,surge,2,2,1.0000000000000000,0.5000000000000000,0E-16,123.660000
2026-01-06,ZON-067,bike_taxi,non_surge,1,0,0E-16,1.0000000000000000,0E-16,283.920000
2026-01-05,ZON-005,mini,non_surge,1,0,0E-16,0E-16,0E-16,
2026-01-06,ZON-109,bike_taxi,non_surge,2,0,0E-16,1.0000000000000000,0E-16,218.775000
2026-01-06,ZON-111,mini,non_surge,3,0,0E-16,0.6666666666666667,0.3333333333333333,413.335000
2026-01-06,ZON-107,sedan,surge,1,1,1.0000000000000000,0E-16,0E-16,
2026-01-06,ZON-100,bike_taxi,non_surge,1,0,0E-16,1.0000000000000000,0E-16,329.490000
2026-01-07,ZON-080,mini,surge,7,7,1.0000000000000000,0.5714285714285714,0.4285714285714286,512.130000
2026-01-07,ZON-075,bike_taxi,surge,2,2,1.0000000000000000,0.5000000000000000,0.5000000000000000,371.230000
2026-01-07,ZON-045,bike_taxi,non_surge,2,0,0E-16,0.5000000000000000,0E-16,199.660000
2026-01-07,ZON-052,mini,surge,6,6,1.0000000000000000,0.5000000000000000,0.1666666666666667,657.316667
2026-01-07,ZON-010,bike_taxi,surge,3,3,1.0000000000000000,0.6666666666666667,0.3333333333333333,486.180000
2026-01-07,ZON-059,mini,non_surge,5,0,0E-16,0.8000000000000000,0.2000000000000000,304.002500
2026-01-07,ZON-112,bike_taxi,non_surge,5,0,0E-16,0.6000000000000000,0.2000000000000000,180.213333
2026-01-07,ZON-029,auto,non_surge,1,0,0E-16,0E-16,1.0000000000000000,
2026-01-06,ZON-080,mini,non_surge,1,0,0E-16,0E-16,0E-16,
2026-01-07,ZON-102,sedan,surge,4,4,1.0000000000000000,0.5000000000000000,0.5000000000000000,685.485000
2026-01-07,ZON-038,bike_taxi,surge,3,3,1.0000000000000000,0.3333333333333333,0.3333333333333333,250.460000
2026-01-07,ZON-040,bike_taxi,non_surge,5,0,0E-16,0.8000000000000000,0.2000000000000000,194.405000
2026-01-07,ZON-075,auto,non_surge,2,0,0E-16,0.5000000000000000,0E-16,599.240000
2026-01-07,ZON-008,auto,surge,4,4,1.0000000000000000,0.5000000000000000,0.5000000000000000,373.715000
2026-01-07,ZON-080,bike_taxi,surge,6,6,1.0000000000000000,0.3333333333333333,0.5000000000000000,483.965000
2026-01-07,ZON-041,mini,non_surge,6,0,0E-16,0.8333333333333333,0.1666666666666667,218.556000
2026-01-07,ZON-071,bike_taxi,surge,4,4,1.0000000000000000,0.2500000000000000,0.2500000000000000,323.370000
2026-01-07,ZON-012,auto,non_surge,4,0,0E-16,0.7500000000000000,0.2500000000000000,387.476667
2026-01-06,ZON-035,mini,non_surge,2,0,0E-16,0.5000000000000000,0.5000000000000000,285.180000
2026-01-07,ZON-113,sedan,surge,3,3,1.0000000000000000,0.6666666666666667,0.3333333333333333,595.960000
2026-01-06,ZON-064,mini,non_surge,1,0,0E-16,1.0000000000000000,0E-16,520.950000
2026-01-07,ZON-002,mini,non_surge,5,0,0E-16,0.8000000000000000,0E-16,483.460000
2026-01-07,ZON-033,auto,surge,3,3,1.0000000000000000,0.3333333333333333,0.6666666666666667,79.930000
2026-01-07,ZON-104,sedan,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,729.575000
2026-01-07,ZON-060,sedan,surge,3,3,1.0000000000000000,0.3333333333333333,0.6666666666666667,932.160000
2026-01-07,ZON-092,mini,non_surge,3,0,0E-16,0.6666666666666667,0E-16,585.085000
2026-01-06,ZON-059,sedan,surge,1,1,1.0000000000000000,0E-16,1.0000000000000000,
2026-01-08,ZON-014,mini,surge,2,2,1.0000000000000000,1.0000000000000000,0E-16,767.905000
2026-01-08,ZON-050,mini,surge,7,7,1.0000000000000000,0.2857142857142857,0.5714285714285714,904.610000
2026-01-08,ZON-075,bike_taxi,surge,3,3,1.0000000000000000,1.0000000000000000,0E-16,373.386667
2026-01-08,ZON-050,sedan,surge,5,5,1.0000000000000000,1.0000000000000000,0E-16,671.388000
2026-01-08,ZON-035,mini,surge,5,5,1.0000000000000000,0.6000000000000000,0.2000000000000000,267.993333
2026-01-08,ZON-056,mini,non_surge,2,0,0E-16,0.5000000000000000,0.5000000000000000,293.230000
2026-01-08,ZON-010,mini,non_surge,7,0,0E-16,0.7142857142857143,0E-16,554.334000
2026-01-08,ZON-082,auto,non_surge,3,0,0E-16,1.0000000000000000,0E-16,423.953333
2026-01-08,ZON-058,bike_taxi,surge,2,2,1.0000000000000000,0.5000000000000000,0E-16,559.150000
2026-01-08,ZON-028,sedan,surge,3,3,1.0000000000000000,0.6666666666666667,0E-16,131.450000
2026-01-08,ZON-038,sedan,surge,5,5,1.0000000000000000,0.8000000000000000,0E-16,769.350000
2026-01-08,ZON-013,auto,surge,6,6,1.0000000000000000,0.6666666666666667,0.3333333333333333,506.487500
